axis,stage,frequency_hz,input_psd,gain,phase_deg,coherence
Roll,inner,6.103515625,1.4437450238669174,1.300870301801155,-7.207172396825923,0.9290263226760453
Roll,inner,6.34765625,1.1493815683124073,1.3134500733276528,-9.853383471703324,0.9084757279748458
Roll,inner,6.591796875,0.8930138212438103,1.3022698813446754,-12.564108762951031,0.8418181584501514
Roll,inner,6.8359375,0.6934803756548412,1.2396745768162625,-19.33136242338589,0.801221205562599
Roll,inner,7.080078125,0.5428984306483696,1.2920863383424632,-21.264844262698084,0.8057989883152438
Roll,inner,7.32421875,0.44251423906936294,1.235679784433966,-23.98368171401328,0.6652300308568646
Roll,inner,7.568359375,0.34736717910224646,1.0561523886411888,-23.915897692249356,0.5300131156895719
Roll,inner,7.8125,0.2899424989689449,0.9912660350475394,-22.337259795429695,0.5374345535929895
Roll,inner,8.056640625,0.20546512140163387,0.9752039659792806,-26.28671043609912,0.47359716016422126
Roll,inner,8.30078125,0.13375552803591836,1.1235293235422825,-32.70063150845612,0.4710831183539085
Roll,inner,8.544921875,0.07036367144479524,1.4519369053423492,-32.80245824308366,0.45692150482919963
Roll,inner,8.7890625,0.048252307985733114,1.576195177277334,-27.471470280179517,0.3657383708320139
Roll,inner,9.033203125,0.050377996196063306,1.2615097370010606,-36.84041744880267,0.2615772118167001
Roll,inner,9.27734375,0.05809747119414985,0.9617582744111877,-29.17278401629916,0.20060798890673298
Roll,inner,9.521484375,0.05908669750281628,0.675609181508163,-10.162840481682672,0.12017332786329316
Roll,inner,9.765625,0.046327159874829306,1.126143135185717,-18.517823785617363,0.23164064509470592
Roll,inner,10.009765625,0.043331566841242106,1.5383904012126708,-26.752237845583366,0.32472007282854437
Roll,inner,10.25390625,0.052627025444543625,1.4318886774962234,-30.162481061970915,0.3878362048394004
Roll,inner,10.498046875,0.07412393734129243,1.3111882178588243,-25.07008029894633,0.4741846022857246
Roll,inner,10.7421875,0.08977080599388164,1.3668529245293155,-27.328415941376733,0.5304429034826856
Roll,inner,10.986328125,0.10143881992448418,1.3789245343082208,-22.996552478676193,0.6489777562664458
Roll,inner,11.23046875,0.09578841303105744,1.256101662935194,-19.9686396889325,0.5382333020861464
Roll,inner,11.474609375,0.07726799277583318,1.3256825678683515,-10.3595723684164,0.5044629128187954
Roll,inner,11.71875,0.06339048925470146,1.5601550066579295,-10.386096305240326,0.5382005474881874
Roll,inner,11.962890625,0.053917855027484515,1.892888595843547,-14.881597428273574,0.5461057617855564
