axis,start_s,end_s,stage,method,lag_ms,correlation,input_std_deg_s
Roll,12,16,inner,bandpassed_level,2.106444401482423,0.9989066282972955,25.58130786727758
Roll,12,16,inner,bandpassed_derivative,5.109482574321279,0.9911158682229901,25.58130786727758
Roll,12,16,smoothing,bandpassed_level,16.34093646966899,0.9999037017322198,25.58130786727758
Roll,12,16,smoothing,bandpassed_derivative,16.254729353743368,0.9984972196617272,25.58130786727758
Roll,12,16,rc_to_gyro,bandpassed_level,18.55413560003831,0.9989817626885439,25.58130786727758
Roll,12,16,rc_to_gyro,bandpassed_derivative,21.59496219898625,0.9915377360023403,25.58130786727758
Roll,13,17,inner,bandpassed_level,2.2302071741888314,0.9988913858591755,25.51172533988384
Roll,13,17,inner,bandpassed_derivative,5.180650957457401,0.990132446072143,25.51172533988384
Roll,13,17,smoothing,bandpassed_level,16.33412562160541,0.9999058776838086,25.51172533988384
Roll,13,17,smoothing,bandpassed_derivative,16.251219145165283,0.9985261150631907,25.51172533988384
Roll,13,17,rc_to_gyro,bandpassed_level,18.66109184958461,0.9989868777779385,25.51172533988384
Roll,13,17,rc_to_gyro,bandpassed_derivative,21.67969112103864,0.9906234305472565,25.51172533988384
Roll,14,18,inner,bandpassed_level,1.637278379945133,0.9982978894454204,19.833954785427906
Roll,14,18,inner,bandpassed_derivative,4.644144894781866,0.9882409923005725,19.833954785427906
Roll,14,18,smoothing,bandpassed_level,16.388031696676837,0.9998621656248198,19.833954785427906
Roll,14,18,smoothing,bandpassed_derivative,16.274687642092697,0.9982421802562135,19.833954785427906
Roll,14,18,rc_to_gyro,bandpassed_level,18.154389390478464,0.9983954293849421,19.833954785427906
Roll,14,18,rc_to_gyro,bandpassed_derivative,21.208126856453994,0.9887474106492437,19.833954785427906
Roll,15,19,inner,bandpassed_level,2.6501854886237286,0.995749310025677,16.50506376683783
Roll,15,19,inner,bandpassed_derivative,6.159874232111522,0.9722466300392294,16.50506376683783
Roll,15,19,smoothing,bandpassed_level,16.590307075494813,0.9996612057281103,16.50506376683783
Roll,15,19,smoothing,bandpassed_derivative,16.237927278853803,0.996912200012566,16.50506376683783
Roll,15,19,rc_to_gyro,bandpassed_level,19.43119933513845,0.9957584713996261,16.50506376683783
Roll,15,19,rc_to_gyro,bandpassed_derivative,22.55673197442094,0.9751708599583832,16.50506376683783
Roll,21,25,inner,bandpassed_level,4.392049125523744,0.9990376907381125,40.30171236366466
Roll,21,25,inner,bandpassed_derivative,7.108241934374475,0.9880636635916015,40.30171236366466
Roll,21,25,smoothing,bandpassed_level,15.986304176654288,0.999914540247683,40.30171236366466
Roll,21,25,smoothing,bandpassed_derivative,16.028839646323714,0.9987842710955327,40.30171236366466
Roll,21,25,rc_to_gyro,bandpassed_level,20.287845127284097,0.9989992866204321,40.30171236366466
Roll,21,25,rc_to_gyro,bandpassed_derivative,23.648265824417994,0.9885199782795006,40.30171236366466
Roll,22,26,inner,bandpassed_level,3.7489253709353156,0.9989840354572961,40.12543822977678
Roll,22,26,inner,bandpassed_derivative,5.960551331081895,0.9902724126747563,40.12543822977678
Roll,22,26,smoothing,bandpassed_level,16.228615611244226,0.9999047503108549,40.12543822977678
Roll,22,26,smoothing,bandpassed_derivative,16.261620233553653,0.9987506119337776,40.12543822977678
Roll,22,26,rc_to_gyro,bandpassed_level,20.051569161298083,0.9990278107615685,40.12543822977678
Roll,22,26,rc_to_gyro,bandpassed_derivative,22.675212868319875,0.9897757741271854,40.12543822977678
Roll,23,27,inner,bandpassed_level,3.737689394252643,0.9990319412771898,35.10068192451214
Roll,23,27,inner,bandpassed_derivative,5.963287878039885,0.9908369817669724,35.10068192451214
Roll,23,27,smoothing,bandpassed_level,16.226334167215512,0.9999103473035986,35.10068192451214
Roll,23,27,smoothing,bandpassed_derivative,16.247827765122658,0.9987967123795648,35.10068192451214
Roll,23,27,rc_to_gyro,bandpassed_level,20.0434653075635,0.9990937897375489,35.10068192451214
Roll,23,27,rc_to_gyro,bandpassed_derivative,22.65509961566478,0.990587417199738,35.10068192451214
