axis,start_s,end_s,stage,method,lag_ms,correlation,input_std_deg_s
Roll,80,84,inner,bandpassed_derivative,0.7185943604020304,0.9526794922497622,111.78228461025537
Roll,80,84,smoothing,bandpassed_level,16.534089451045343,0.9999711639811202,111.78228461025537
Roll,80,84,smoothing,bandpassed_derivative,16.583423655866486,0.9988554374097813,111.78228461025537
Roll,80,84,rc_to_gyro,bandpassed_level,14.818650596530333,0.9987975926061693,111.78228461025537
Roll,80,84,rc_to_gyro,bandpassed_derivative,21.353407079352433,0.9510880958512696,111.78228461025537
Roll,81,85,inner,bandpassed_level,4.642124620396418,0.9977216422063241,51.196510842226566
Roll,81,85,inner,bandpassed_derivative,8.350712041939863,0.8529038038462698,51.196510842226566
Roll,81,85,smoothing,bandpassed_level,16.35557429196297,0.9999450746831081,51.196510842226566
Roll,81,85,smoothing,bandpassed_derivative,15.57690205165576,0.9930673410945987,51.196510842226566
Roll,81,85,rc_to_gyro,bandpassed_level,21.207700112715514,0.9977548468833417,51.196510842226566
Roll,81,85,rc_to_gyro,bandpassed_derivative,24.22693597441287,0.8445873594008473,51.196510842226566
Roll,82,86,inner,bandpassed_level,5.167780574278099,0.9942178338023929,40.446763728965415
Roll,82,86,inner,bandpassed_derivative,8.939709085265294,0.61789014225115,40.446763728965415
Roll,82,86,smoothing,bandpassed_level,16.405771550819612,0.9999290506422104,40.446763728965415
Roll,82,86,smoothing,bandpassed_derivative,15.638081241869807,0.9924831216829743,40.446763728965415
Roll,82,86,rc_to_gyro,bandpassed_level,21.623022203869148,0.9942171991568576,40.446763728965415
Roll,82,86,rc_to_gyro,bandpassed_derivative,24.2921573990885,0.6183720209682267,40.446763728965415
Roll,83,87,inner,bandpassed_level,5.166803422793167,0.987187243365907,31.17412697880148
Roll,83,87,inner,bandpassed_derivative,4.410932036854589,0.5216024918493111,31.17412697880148
Roll,83,87,smoothing,bandpassed_level,16.528943658165478,0.9999091706935632,31.17412697880148
Roll,83,87,smoothing,bandpassed_derivative,16.1601178430378,0.9933028126870418,31.17412697880148
Roll,83,87,rc_to_gyro,bandpassed_level,21.33472043827621,0.9866928182159519,31.17412697880148
Roll,83,87,rc_to_gyro,bandpassed_derivative,20.02377987866858,0.5258991320708281,31.17412697880148
Roll,85,89,inner,bandpassed_level,9.877823826732634,0.9771320954997769,26.224379638937954
Roll,85,89,inner,bandpassed_derivative,14.688425233564047,0.5949159039916606,26.224379638937954
Roll,85,89,smoothing,bandpassed_level,16.47146763216536,0.9997172426053778,26.224379638937954
Roll,85,89,smoothing,bandpassed_derivative,15.999606719813437,0.9886336999685716,26.224379638937954
Roll,85,89,rc_to_gyro,bandpassed_level,24.623721992356582,0.9784259195758489,26.224379638937954
Roll,85,89,rc_to_gyro,bandpassed_derivative,31.791514564473587,0.6486298339734123,26.224379638937954
Roll,86,90,inner,bandpassed_level,5.679490425257119,0.9898690888061344,26.102179956193464
Roll,86,90,inner,bandpassed_derivative,13.092589220643687,0.7703981231409903,26.102179956193464
Roll,86,90,smoothing,bandpassed_level,16.460285220453805,0.999823352239142,26.102179956193464
Roll,86,90,smoothing,bandpassed_derivative,15.891344327500907,0.9908336066689967,26.102179956193464
Roll,86,90,rc_to_gyro,bandpassed_level,22.3326238642251,0.9896351943927848,26.102179956193464
Roll,86,90,rc_to_gyro,bandpassed_derivative,28.58512858287888,0.7726364631321552,26.102179956193464
Roll,87,91,inner,bandpassed_level,5.2278693123307605,0.9927637005038945,25.501371145942514
Roll,87,91,inner,bandpassed_derivative,12.80394184893917,0.7974068567147584,25.501371145942514
Roll,87,91,smoothing,bandpassed_level,16.407437232507437,0.9998791565965581,25.501371145942514
Roll,87,91,smoothing,bandpassed_derivative,15.716905536335556,0.9918551057167427,25.501371145942514
Roll,87,91,rc_to_gyro,bandpassed_level,21.794957455847218,0.9926757346662469,25.501371145942514
Roll,87,91,rc_to_gyro,bandpassed_derivative,28.241974921083603,0.800844652529274,25.501371145942514
Roll,88,92,inner,bandpassed_level,4.877960285547002,0.9936752585565907,18.03539701979596
Roll,88,92,inner,bandpassed_derivative,15.372704106169675,0.7799032364792136,18.03539701979596
Roll,88,92,smoothing,bandpassed_level,16.409889135334605,0.9999148362922295,18.03539701979596
Roll,88,92,smoothing,bandpassed_derivative,15.533187881949168,0.9920910509883357,18.03539701979596
Roll,88,92,rc_to_gyro,bandpassed_level,21.667362462003666,0.9936834237035232,18.03539701979596
Roll,88,92,rc_to_gyro,bandpassed_derivative,30.476822063837634,0.7921679301123691,18.03539701979596
Roll,89,93,inner,bandpassed_level,4.059348950709997,0.9935820954951389,17.564324171316827
Roll,89,93,inner,bandpassed_derivative,12.953394471145268,0.7719389088765918,17.564324171316827
Roll,89,93,smoothing,bandpassed_level,16.358098373408172,0.9998881619696759,17.564324171316827
Roll,89,93,smoothing,bandpassed_derivative,15.73158750446178,0.9909592890428713,17.564324171316827
Roll,89,93,rc_to_gyro,bandpassed_level,20.82468217674723,0.9936352272257839,17.564324171316827
Roll,89,93,rc_to_gyro,bandpassed_derivative,28.661927160229272,0.781398906792989,17.564324171316827
Roll,90,94,inner,bandpassed_level,5.197955566220101,0.998673668379103,13.631921339649303
Roll,90,94,inner,bandpassed_derivative,11.106674606752208,0.9505376131316616,13.631921339649303
Roll,90,94,smoothing,bandpassed_level,16.28097021630481,0.9998609122634743,13.631921339649303
Roll,90,94,smoothing,bandpassed_derivative,15.694470956066676,0.9877092203358087,13.631921339649303
Roll,90,94,rc_to_gyro,bandpassed_level,21.707295752001208,0.998784858897403,13.631921339649303
Roll,90,94,rc_to_gyro,bandpassed_derivative,27.141928633036358,0.9531884927053539,13.631921339649303
Roll,91,95,inner,bandpassed_level,6.888903767323036,0.9980197346659395,17.993835874475174
Roll,91,95,inner,bandpassed_derivative,11.335354889335209,0.9346042756149221,17.993835874475174
Roll,91,95,smoothing,bandpassed_level,16.148083315907844,0.999746573990588,17.993835874475174
Roll,91,95,smoothing,bandpassed_derivative,15.64071751379216,0.9841396555729561,17.993835874475174
Roll,91,95,rc_to_gyro,bandpassed_level,23.287170205709813,0.9981160276353435,17.993835874475174
Roll,91,95,rc_to_gyro,bandpassed_derivative,27.279631467745237,0.9312025812937804,17.993835874475174
Roll,92,96,inner,bandpassed_level,6.85156703985089,0.9972822157345874,20.900120423432185
Roll,92,96,inner,bandpassed_derivative,11.022948276208488,0.8807953364248012,20.900120423432185
Roll,92,96,smoothing,bandpassed_level,15.93486981106422,0.9997083541227452,20.900120423432185
Roll,92,96,smoothing,bandpassed_derivative,15.828302380069784,0.980832551565153,20.900120423432185
Roll,92,96,rc_to_gyro,bandpassed_level,22.838604594475065,0.9973057998004642,20.900120423432185
Roll,92,96,rc_to_gyro,bandpassed_derivative,26.5752000863437,0.8709469708747555,20.900120423432185
Roll,93,97,inner,bandpassed_level,4.6487509953903094,0.9951974923855608,24.886982061295054
Roll,93,97,inner,bandpassed_derivative,11.529811830490408,0.898684932671351,24.886982061295054
Roll,93,97,smoothing,bandpassed_level,16.15908443067071,0.9995814053464172,24.886982061295054
Roll,93,97,smoothing,bandpassed_derivative,15.995369530858047,0.9813578004930745,24.886982061295054
Roll,93,97,rc_to_gyro,bandpassed_level,21.026914957489474,0.9954724456092762,24.886982061295054
Roll,93,97,rc_to_gyro,bandpassed_derivative,27.32454215995774,0.898841402817376,24.886982061295054
Roll,94,98,inner,bandpassed_level,4.655057902535052,0.9954000738766039,21.905571659525865
Roll,94,98,inner,bandpassed_derivative,11.349594903606311,0.9078847071507052,21.905571659525865
Roll,94,98,smoothing,bandpassed_level,16.398250585118888,0.9995464720143773,21.905571659525865
Roll,94,98,smoothing,bandpassed_derivative,16.156192241265092,0.9825843471798819,21.905571659525865
Roll,94,98,rc_to_gyro,bandpassed_level,21.592527675381852,0.9955876651233673,21.905571659525865
Roll,94,98,rc_to_gyro,bandpassed_derivative,27.770287340520646,0.9027861911528755,21.905571659525865
Roll,95,99,inner,bandpassed_level,4.574786852321867,0.9976969375961933,29.758184156062157
Roll,95,99,inner,bandpassed_derivative,12.878437590404369,0.925933528538803,29.758184156062157
Roll,95,99,smoothing,bandpassed_level,16.585234889905948,0.9997992825533367,29.758184156062157
Roll,95,99,smoothing,bandpassed_derivative,16.219140916912295,0.9853297763706645,29.758184156062157
Roll,95,99,rc_to_gyro,bandpassed_level,21.53577253819846,0.9978331553719966,29.758184156062157
Roll,95,99,rc_to_gyro,bandpassed_derivative,29.493119224795077,0.9216551694417232,29.758184156062157
Roll,96,100,inner,bandpassed_level,4.093516912531045,0.9988937227119704,72.64053848202649
Roll,96,100,inner,bandpassed_derivative,9.868707735152167,0.9499400414697353,72.64053848202649
Roll,96,100,smoothing,bandpassed_level,16.376882253307297,0.999942553832859,72.64053848202649
Roll,96,100,smoothing,bandpassed_derivative,15.673234637250435,0.9970898077902216,72.64053848202649
Roll,96,100,rc_to_gyro,bandpassed_level,20.648928921832976,0.9989717074750737,72.64053848202649
Roll,96,100,rc_to_gyro,bandpassed_derivative,25.79290511610838,0.953579284763705,72.64053848202649
Roll,97,101,inner,bandpassed_level,4.082336034895673,0.9987892510768558,75.78765324761765
Roll,97,101,inner,bandpassed_derivative,9.872246274151182,0.9407323534735557,75.78765324761765
Roll,97,101,smoothing,bandpassed_level,16.38695169105124,0.9999494378643217,75.78765324761765
Roll,97,101,smoothing,bandpassed_derivative,15.667036544765804,0.9972668488279969,75.78765324761765
Roll,97,101,rc_to_gyro,bandpassed_level,20.640290155559356,0.9988449439402451,75.78765324761765
Roll,97,101,rc_to_gyro,bandpassed_derivative,25.777356173872242,0.943741048065708,75.78765324761765
Roll,98,102,inner,bandpassed_level,3.8803464527093596,0.9984895199267695,78.2049288610668
Roll,98,102,inner,bandpassed_derivative,9.842759479734926,0.9244702583887393,78.2049288610668
Roll,98,102,smoothing,bandpassed_level,16.38764134189517,0.9999485949680024,78.2049288610668
Roll,98,102,smoothing,bandpassed_derivative,15.657035762725657,0.9972697613429905,78.2049288610668
Roll,98,102,rc_to_gyro,bandpassed_level,20.417042017234184,0.9983166620394307,78.2049288610668
Roll,98,102,rc_to_gyro,bandpassed_derivative,25.49026310499135,0.9267347109653539,78.2049288610668
Roll,99,103,inner,bandpassed_level,4.04922096076587,0.9969499143766946,79.40023426106409
Roll,99,103,inner,bandpassed_derivative,9.524409441652306,0.8686688524392857,79.40023426106409
Roll,99,103,smoothing,bandpassed_level,16.394911249023366,0.9999425337305843,79.40023426106409
Roll,99,103,smoothing,bandpassed_derivative,15.663311615652718,0.9971768811683708,79.40023426106409
Roll,99,103,rc_to_gyro,bandpassed_level,20.605226169990072,0.9969841281412422,79.40023426106409
Roll,99,103,rc_to_gyro,bandpassed_derivative,25.419837024845332,0.8707496816647132,79.40023426106409
Pitch,3,7,inner,bandpassed_level,5.585274115002573,0.9953002207871711,37.1324104329246
Pitch,3,7,inner,bandpassed_derivative,7.426575304632283,0.9867571261690903,37.1324104329246
Pitch,3,7,smoothing,bandpassed_level,16.277774548573095,0.9998968170084822,37.1324104329246
Pitch,3,7,smoothing,bandpassed_derivative,15.999715804829021,0.9991391835239005,37.1324104329246
Pitch,3,7,rc_to_gyro,bandpassed_level,21.909507885022393,0.9956721815895356,37.1324104329246
Pitch,3,7,rc_to_gyro,bandpassed_derivative,23.482153102904793,0.9870536328592119,37.1324104329246
Pitch,4,8,inner,bandpassed_level,6.340194384725548,0.9943601340816822,11.099691726727995
Pitch,4,8,inner,bandpassed_derivative,12.107054960370775,0.9418361466970119,11.099691726727995
Pitch,4,8,smoothing,bandpassed_level,16.52849664350259,0.9997107488657573,11.099691726727995
Pitch,4,8,smoothing,bandpassed_derivative,15.527304012591939,0.9948136499473983,11.099691726727995
Pitch,4,8,rc_to_gyro,bandpassed_level,22.941184468033985,0.9945680433701403,11.099691726727995
Pitch,4,8,rc_to_gyro,bandpassed_derivative,28.181438335542495,0.9463642391751438,11.099691726727995
Pitch,30,34,inner,bandpassed_level,4.395254430400524,0.9719906806569695,24.247986073878515
Pitch,30,34,inner,bandpassed_derivative,14.244555678704419,0.6279419184342967,24.247986073878515
Pitch,30,34,smoothing,bandpassed_level,16.300700345100587,0.9998567075915282,24.247986073878515
Pitch,30,34,smoothing,bandpassed_derivative,16.18706415533902,0.9856026446329972,24.247986073878515
Pitch,30,34,rc_to_gyro,bandpassed_level,20.932700645425886,0.9716469095519092,24.247986073878515
Pitch,30,34,rc_to_gyro,bandpassed_derivative,30.701715477053483,0.6302161782807834,24.247986073878515
Pitch,31,35,inner,bandpassed_level,3.5249000300295985,0.9663529763755692,24.75510072040634
Pitch,31,35,inner,bandpassed_derivative,13.70864510759674,0.5905737413505915,24.75510072040634
Pitch,31,35,smoothing,bandpassed_level,16.576306879474462,0.9997821663018653,24.75510072040634
Pitch,31,35,smoothing,bandpassed_derivative,16.751176168918498,0.9755173955024211,24.75510072040634
Pitch,31,35,rc_to_gyro,bandpassed_level,20.234592073383595,0.9656656841874149,24.75510072040634
Pitch,31,35,rc_to_gyro,bandpassed_derivative,29.01358337575988,0.588862116995695,24.75510072040634
Pitch,52,56,inner,bandpassed_level,-1.1577697539946987,0.9853516049424768,21.552886088222145
Pitch,52,56,inner,bandpassed_derivative,17.543466750151172,0.7253454710607656,21.552886088222145
Pitch,52,56,smoothing,bandpassed_level,16.0380314620771,0.9998526652701307,21.552886088222145
Pitch,52,56,smoothing,bandpassed_derivative,15.09861688677518,0.988761325627817,21.552886088222145
Pitch,52,56,rc_to_gyro,bandpassed_level,16.061527702913917,0.9847012451972281,21.552886088222145
Pitch,52,56,rc_to_gyro,bandpassed_derivative,32.438024198385335,0.7320990255738015,21.552886088222145
Pitch,53,57,inner,bandpassed_level,1.2376607141493243,0.973120738149415,23.34451829745101
Pitch,53,57,inner,bandpassed_derivative,17.42996254129824,0.6371365068170984,23.34451829745101
Pitch,53,57,smoothing,bandpassed_level,16.081130807283408,0.9998456230896243,23.34451829745101
Pitch,53,57,smoothing,bandpassed_derivative,15.31756521600647,0.9897452662976682,23.34451829745101
Pitch,53,57,rc_to_gyro,bandpassed_level,17.803101976752323,0.9736697328672805,23.34451829745101
Pitch,53,57,rc_to_gyro,bandpassed_derivative,31.96386432542912,0.6510245273839341,23.34451829745101
Pitch,54,58,inner,bandpassed_level,0.6719283293131845,0.9746536995112406,23.924507907267397
Pitch,54,58,inner,bandpassed_derivative,16.097535647141683,0.6690751998633541,23.924507907267397
Pitch,54,58,smoothing,bandpassed_level,16.10768704579855,0.9998825195235512,23.924507907267397
Pitch,54,58,smoothing,bandpassed_derivative,15.349132262999065,0.9921034749373451,23.924507907267397
Pitch,54,58,rc_to_gyro,bandpassed_level,17.337064540851802,0.9749179291790385,23.924507907267397
Pitch,54,58,rc_to_gyro,bandpassed_derivative,31.316492630061983,0.6842356278373537,23.924507907267397
Pitch,55,59,inner,bandpassed_level,2.286775948992328,0.9748080924423514,28.489688823439955
Pitch,55,59,inner,bandpassed_derivative,15.362109199760607,0.7099155494173591,28.489688823439955
Pitch,55,59,smoothing,bandpassed_level,16.043434834930967,0.9998861476405959,28.489688823439955
Pitch,55,59,smoothing,bandpassed_derivative,15.266149589705453,0.992554119883155,28.489688823439955
Pitch,55,59,rc_to_gyro,bandpassed_level,18.823937191323385,0.9750077932645368,28.489688823439955
Pitch,55,59,rc_to_gyro,bandpassed_derivative,30.686527066063615,0.7257570705650006,28.489688823439955
Pitch,56,60,inner,bandpassed_level,14.266620293769412,0.963646819327125,19.650318498821438
Pitch,56,60,inner,bandpassed_derivative,15.254617831919484,0.9591742377759099,19.650318498821438
Pitch,56,60,smoothing,bandpassed_level,15.892879537805795,0.9994110860076459,19.650318498821438
Pitch,56,60,smoothing,bandpassed_derivative,15.779704478852699,0.9941621917783812,19.650318498821438
Pitch,56,60,rc_to_gyro,bandpassed_level,29.99720922206466,0.9668930194893415,19.650318498821438
Pitch,56,60,rc_to_gyro,bandpassed_derivative,30.984274152419356,0.974218964101108,19.650318498821438
Pitch,57,61,inner,bandpassed_level,13.997215768305887,0.9842549457483416,20.226479606014834
Pitch,57,61,inner,bandpassed_derivative,15.269517776449286,0.9659401328778028,20.226479606014834
Pitch,57,61,smoothing,bandpassed_level,15.958463081009851,0.9993169065997788,20.226479606014834
Pitch,57,61,smoothing,bandpassed_derivative,15.747721306400605,0.9939142773958672,20.226479606014834
Pitch,57,61,rc_to_gyro,bandpassed_level,30.053249672163595,0.9860390191097549,20.226479606014834
Pitch,57,61,rc_to_gyro,bandpassed_derivative,31.029191349872313,0.9772810116183923,20.226479606014834
Pitch,58,62,inner,bandpassed_level,13.05264156232434,0.9382074597771604,20.675694797666097
Pitch,58,62,inner,bandpassed_derivative,15.202863120701432,0.7540863732829814,20.675694797666097
Pitch,58,62,smoothing,bandpassed_level,15.829472713059346,0.9992757021679388,20.675694797666097
Pitch,58,62,smoothing,bandpassed_derivative,15.73107295152313,0.9933357476846526,20.675694797666097
Pitch,58,62,rc_to_gyro,bandpassed_level,29.24996628622959,0.9390662026998945,20.675694797666097
Pitch,58,62,rc_to_gyro,bandpassed_derivative,31.138270542696926,0.7645091175072742,20.675694797666097
Pitch,59,63,inner,bandpassed_level,1.7833118884587256,0.9925300654512921,71.49731468018149
Pitch,59,63,inner,bandpassed_derivative,11.75881435317251,0.8738777220610908,71.49731468018149
Pitch,59,63,smoothing,bandpassed_level,16.11462214638976,0.9998997298736698,71.49731468018149
Pitch,59,63,smoothing,bandpassed_derivative,15.638261172031328,0.9959617799973193,71.49731468018149
Pitch,59,63,rc_to_gyro,bandpassed_level,18.481286593617657,0.9928856486059802,71.49731468018149
Pitch,59,63,rc_to_gyro,bandpassed_derivative,27.873405987083217,0.8782354740634686,71.49731468018149
Pitch,60,64,inner,bandpassed_level,-3.5366692310980015,0.9940962164387397,72.7228611114298
Pitch,60,64,inner,bandpassed_derivative,7.823895620739494,0.7504479697317112,72.7228611114298
Pitch,60,64,smoothing,bandpassed_level,16.11913260926649,0.9999456164700483,72.7228611114298
Pitch,60,64,smoothing,bandpassed_derivative,15.371398044312171,0.9967503639770627,72.7228611114298
Pitch,60,64,rc_to_gyro,bandpassed_level,12.928958130004101,0.9941478112988986,72.7228611114298
Pitch,60,64,rc_to_gyro,bandpassed_derivative,24.08153227653795,0.7530096103069388,72.7228611114298
Pitch,61,65,inner,bandpassed_level,-3.6527514236703347,0.9941028804281443,73.23491621630262
Pitch,61,65,inner,bandpassed_derivative,7.756811375194879,0.7560708591514094,73.23491621630262
Pitch,61,65,smoothing,bandpassed_level,16.125740312100373,0.9999485939014485,73.23491621630262
Pitch,61,65,smoothing,bandpassed_derivative,15.406137253652773,0.996861024241502,73.23491621630262
Pitch,61,65,rc_to_gyro,bandpassed_level,12.8216652820923,0.9941657376183848,73.23491621630262
Pitch,61,65,rc_to_gyro,bandpassed_derivative,24.02078416349438,0.758081964119112,73.23491621630262
Pitch,62,66,inner,bandpassed_level,-3.2816961917329404,0.996503655852895,71.82614577406807
Pitch,62,66,inner,bandpassed_derivative,7.937401768822405,0.8107755431460084,71.82614577406807
Pitch,62,66,smoothing,bandpassed_level,16.142232257328384,0.9999511937786996,71.82614577406807
Pitch,62,66,smoothing,bandpassed_derivative,15.419127447906545,0.996806862295372,71.82614577406807
Pitch,62,66,rc_to_gyro,bandpassed_level,13.189153283046933,0.996590070128672,71.82614577406807
Pitch,62,66,rc_to_gyro,bandpassed_derivative,23.914322951494896,0.8130888275632918,71.82614577406807
Pitch,63,67,inner,bandpassed_level,-7.080156875249738,0.9836449657351914,40.91312574664375
Pitch,63,67,inner,bandpassed_derivative,6.805598253061569,0.5719314952066936,40.91312574664375
Pitch,63,67,smoothing,bandpassed_level,16.256606896739843,0.9998984795444448,40.91312574664375
Pitch,63,67,smoothing,bandpassed_derivative,16.053077389874638,0.9935469046366747,40.91312574664375
Pitch,63,67,rc_to_gyro,bandpassed_level,9.58897242134931,0.9832385781529903,40.91312574664375
Pitch,63,67,rc_to_gyro,bandpassed_derivative,24.994974314015174,0.5601188121967627,40.91312574664375
Pitch,64,68,inner,bandpassed_level,9.81276298511857,0.9954222229458078,27.60205393808194
Pitch,64,68,inner,bandpassed_derivative,6.2579480643180565,0.9552777081531901,27.60205393808194
Pitch,64,68,smoothing,bandpassed_level,16.331955987677965,0.9999137142552955,27.60205393808194
Pitch,64,68,smoothing,bandpassed_derivative,16.288812966815872,0.9963667246144131,27.60205393808194
Pitch,64,68,rc_to_gyro,bandpassed_level,26.013577482271344,0.9958112419034995,27.60205393808194
Pitch,64,68,rc_to_gyro,bandpassed_derivative,22.37044830802157,0.9589254791668317,27.60205393808194
Pitch,65,69,inner,bandpassed_level,8.105214014484721,0.9878831962081773,34.029276020383584
Pitch,65,69,inner,bandpassed_derivative,7.401326535427574,0.8565315834726636,34.029276020383584
Pitch,65,69,smoothing,bandpassed_level,16.204450968526615,0.9999218090364054,34.029276020383584
Pitch,65,69,smoothing,bandpassed_derivative,16.05651564432188,0.997482542315644,34.029276020383584
Pitch,65,69,rc_to_gyro,bandpassed_level,23.811501461219624,0.9877815152838969,34.029276020383584
Pitch,65,69,rc_to_gyro,bandpassed_derivative,23.27690334578907,0.8697980171560298,34.029276020383584
Pitch,66,70,inner,bandpassed_level,7.33355005968904,0.9860554387402577,45.86182644393712
Pitch,66,70,inner,bandpassed_derivative,7.965992780847869,0.8619935939820587,45.86182644393712
Pitch,66,70,smoothing,bandpassed_level,16.260144947669957,0.999920308865538,45.86182644393712
Pitch,66,70,smoothing,bandpassed_derivative,16.040546004968665,0.9974606052189094,45.86182644393712
Pitch,66,70,rc_to_gyro,bandpassed_level,23.632080674471737,0.9862697151752644,45.86182644393712
Pitch,66,70,rc_to_gyro,bandpassed_derivative,23.882462290421756,0.8696301598689063,45.86182644393712
Pitch,67,71,inner,bandpassed_level,7.613594887316474,0.9868860509534083,45.237620067849015
Pitch,67,71,inner,bandpassed_derivative,8.142666045905482,0.8602948855216509,45.237620067849015
Pitch,67,71,smoothing,bandpassed_level,16.257631577507794,0.9999196228961554,45.237620067849015
Pitch,67,71,smoothing,bandpassed_derivative,16.037921659734646,0.9974184589563173,45.237620067849015
Pitch,67,71,rc_to_gyro,bandpassed_level,23.89224567532348,0.9870846797584342,45.237620067849015
Pitch,67,71,rc_to_gyro,bandpassed_derivative,24.02802529446605,0.8681811387827714,45.237620067849015
Pitch,77,81,inner,bandpassed_level,11.102207678341504,0.9548970600277584,22.9833643850477
Pitch,77,81,inner,bandpassed_derivative,22.97257400603476,0.45923432133977765,22.9833643850477
Pitch,77,81,smoothing,bandpassed_level,15.715018495355222,0.9998135724483632,22.9833643850477
Pitch,77,81,smoothing,bandpassed_derivative,15.960542036935196,0.9906118699530221,22.9833643850477
Pitch,77,81,rc_to_gyro,bandpassed_level,28.050100429319574,0.9554629400902181,22.9833643850477
Pitch,77,81,rc_to_gyro,bandpassed_derivative,38.877907444268985,0.49349267008499526,22.9833643850477
Pitch,78,82,inner,bandpassed_level,11.317920786363095,0.9570617923412479,23.55438491397428
Pitch,78,82,inner,bandpassed_derivative,22.511074377507686,0.4617055968031785,23.55438491397428
Pitch,78,82,smoothing,bandpassed_level,15.730923924685342,0.9998516269651441,23.55438491397428
Pitch,78,82,smoothing,bandpassed_derivative,15.990708698289357,0.991127945626245,23.55438491397428
Pitch,78,82,rc_to_gyro,bandpassed_level,28.30171961913171,0.9575130982028139,23.55438491397428
Pitch,78,82,rc_to_gyro,bandpassed_derivative,38.65249095493462,0.4944229435681406,23.55438491397428
Pitch,79,83,inner,bandpassed_level,11.205955087164174,0.954308677921179,24.15793586553141
Pitch,79,83,inner,bandpassed_derivative,22.468086356211394,0.463906452710481,24.15793586553141
Pitch,79,83,smoothing,bandpassed_level,15.714063465675318,0.9998409431285536,24.15793586553141
Pitch,79,83,smoothing,bandpassed_derivative,15.877421680417104,0.9904754422476482,24.15793586553141
Pitch,79,83,rc_to_gyro,bandpassed_level,28.079632488077515,0.9542801623917446,24.15793586553141
Pitch,79,83,rc_to_gyro,bandpassed_derivative,38.66499467022518,0.4943765540109874,24.15793586553141
Pitch,80,84,inner,bandpassed_level,-3.6861446736885837,0.9336405654993953,23.221915198164538
Pitch,80,84,inner,bandpassed_derivative,26.077494964111153,0.46336744599912894,23.221915198164538
Pitch,80,84,smoothing,bandpassed_level,15.746023949450388,0.9997259166562956,23.221915198164538
Pitch,80,84,smoothing,bandpassed_derivative,15.63553854732639,0.9882521761475129,23.221915198164538
Pitch,80,84,rc_to_gyro,bandpassed_level,17.592999719710726,0.9326833247718925,23.221915198164538
Pitch,80,84,rc_to_gyro,bandpassed_derivative,42.80290634398422,0.5062331955598859,23.221915198164538
Pitch,96,100,inner,bandpassed_level,6.6196080460704945,0.9938508024781665,23.762155013844872
Pitch,96,100,inner,bandpassed_derivative,12.076906023676335,0.9011936669913284,23.762155013844872
Pitch,96,100,smoothing,bandpassed_level,16.10701293853399,0.999807611085028,23.762155013844872
Pitch,96,100,smoothing,bandpassed_derivative,15.627198001332609,0.9934334251310335,23.762155013844872
Pitch,96,100,rc_to_gyro,bandpassed_level,23.09550433499597,0.9938242434950281,23.762155013844872
Pitch,96,100,rc_to_gyro,bandpassed_derivative,28.86163111378161,0.8984924660148852,23.762155013844872
Pitch,97,101,inner,bandpassed_level,7.073500779071001,0.9929329444803259,31.43832131319177
Pitch,97,101,inner,bandpassed_derivative,11.10803249189422,0.8757432878371602,31.43832131319177
Pitch,97,101,smoothing,bandpassed_level,16.174563106047334,0.9998250516092,31.43832131319177
Pitch,97,101,smoothing,bandpassed_derivative,15.612702730979334,0.9931798758413148,31.43832131319177
Pitch,97,101,rc_to_gyro,bandpassed_level,23.528080611546944,0.9928642424855392,31.43832131319177
Pitch,97,101,rc_to_gyro,bandpassed_derivative,27.603565741259363,0.8680047172722527,31.43832131319177
Pitch,98,102,inner,bandpassed_level,7.1604805329821355,0.98583647357249,27.25984147403559
Pitch,98,102,inner,bandpassed_derivative,13.228858764135103,0.7942067669444947,27.25984147403559
Pitch,98,102,smoothing,bandpassed_level,16.178036566091137,0.9998353134630679,27.25984147403559
Pitch,98,102,smoothing,bandpassed_derivative,15.549802923241671,0.9936427373204118,27.25984147403559
Pitch,98,102,rc_to_gyro,bandpassed_level,23.620638597196827,0.9850606744143847,27.25984147403559
Pitch,98,102,rc_to_gyro,bandpassed_derivative,29.58316779496277,0.7895655925481028,27.25984147403559
Pitch,99,103,inner,bandpassed_level,8.575197816637875,0.9658434381806899,35.68148522663864
Pitch,99,103,inner,bandpassed_derivative,15.733189435590312,0.662013460969841,35.68148522663864
Pitch,99,103,smoothing,bandpassed_level,16.191065235217515,0.9998355218659196,35.68148522663864
Pitch,99,103,smoothing,bandpassed_derivative,15.6567516205488,0.9949684371903521,35.68148522663864
Pitch,99,103,rc_to_gyro,bandpassed_level,25.116402298151364,0.9656457834980237,35.68148522663864
Pitch,99,103,rc_to_gyro,bandpassed_derivative,32.523547936660755,0.6627903463577426,35.68148522663864
Pitch,100,104,inner,bandpassed_level,14.612609725245315,0.9264863555569722,43.3730220375079
Pitch,100,104,inner,bandpassed_derivative,20.022234614120503,0.46070622944370015,43.3730220375079
Pitch,100,104,smoothing,bandpassed_level,16.235882539389983,0.9998087892538349,43.3730220375079
Pitch,100,104,smoothing,bandpassed_derivative,16.065739982759332,0.9917056192490391,43.3730220375079
Pitch,100,104,rc_to_gyro,bandpassed_level,30.557767677344746,0.9263374767026856,43.3730220375079
Pitch,100,104,rc_to_gyro,bandpassed_derivative,36.737716821068595,0.45884710488939706,43.3730220375079
Pitch,101,105,inner,bandpassed_level,17.704880563093923,0.9373504547054502,33.78806070323534
Pitch,101,105,inner,bandpassed_derivative,18.563558417384034,0.5714827225224468,33.78806070323534
