t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0,1,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,1.32389775,1.32389775,1.32389775,1.32389775,0,0,0,0,0,0
0.00382470204097,7.68722585674e-17,1.670842606e-15,0,1,-1.16447228667e-10,5.35738120533e-12,-6.23867575464e-22,1.00486065466e-13,2.18409609161e-12,-1.33737314381e-28,-1.89391598302e-07,8.71354361141e-09,-2.70534287653e-18,1.05078515463e-10,2.28391443001e-09,6.69973295987e-26,-9.54560419728e-05,4.3917491175e-06,-3.72641756288e-15,1.32389843797,1.32389706203,1.32389853932,1.32389696068,8.24037683052e-08,1.79107170187e-06,5.39228904283e-22,4.30723351609e-05,0.000936190689173,1.29973167346e-18
0.00764940408194,2.45888737783e-15,5.34446869494e-14,0,1,-9.30995622314e-10,4.28332924685e-11,-0,1.6069732092e-12,3.49280657893e-11,7.54171584914e-26,-7.36681369078e-07,3.38932946062e-08,-6.83614666465e-17,8.40102757403e-10,1.82598964391e-08,9.23268516286e-23,-0.000190682242284,8.77292366168e-06,-4.54113185407e-14,1.32389912429,1.32389637571,1.32389932674,1.32389617326,3.29340396858e-07,7.15831663074e-06,9.842217809e-20,8.60369760162e-05,0.0018700406089,9.07773100914e-17
0.0114741061229,1.86643957207e-14,4.05676484163e-13,0,1,-3.14014616092e-09,1.44471989927e-10,-4.53663486804e-19,8.13123396645e-12,1.76734915868e-10,3.0893778386e-24,-1.64772692858e-06,7.58087506553e-08,-4.93701280932e-16,2.83357449295e-09,6.1588628698e-08,2.43099652722e-21,-0.00028567001913,1.31431288002e-05,-2.16632431567e-13,1.32389980889,1.32389569111,1.32390011219,1.32389538781,7.40398218802e-07,1.60927870786e-05,1.69726135629e-18,0.000128894043752,0.0028015523932,1.035713001e-15
0.0152988081639,7.86188343504e-14,1.70880497743e-12,0,1,-7.43865595398e-09,3.42238015705e-10,-2.54670831507e-18,2.56858629913e-11,5.58290273468e-10,4.13702392109e-23,-2.9216168915e-06,1.34417980672e-07,-2.04133583343e-15,6.71242187239e-09,1.45896590822e-07,2.43264698366e-20,-0.000380419640948,1.75023768835e-05,-6.69352496112e-13,1.32390049177,1.32389500823,1.32390089567,1.32389460433,1.31516603065e-06,2.85855454089e-05,1.2713986159e-17,0.000171643659485,0.00373072867457,5.81344995531e-15
0.0191235102048,2.39825650903e-13,5.21268560345e-12,0,1,-1.45195402039e-08,6.68016086891e-10,1.26356708555e-16,6.26782618296e-11,1.36233164325e-09,3.07859943796e-22,-4.55744089893e-06,2.09679100791e-07,-6.16981923911e-15,1.31020012008e-08,2.84776097881e-07,1.44830592726e-19,-0.000474931376023,2.18506802546e-05,-1.61542072925e-12,1.32390117294,1.32389432706,1.32390167719,1.32389382281,2.053233092e-06,4.46276640504e-05,6.05525916416e-17,0.000214285944259,0.00465757208395,2.21471964546e-14
0.0229482122458,5.96514233964e-13,1.29654236231e-11,0,1,-2.50740741683e-08,1.15360976327e-09,-5.65913978952e-17,1.29904630466e-10,2.8235178118e-09,1.58725665265e-21,-6.55428961777e-06,3.01550274344e-07,-1.52616822172e-14,2.2626098709e-08,4.91785338884e-07,6.22149516676e-19,-0.000569205492478,2.61880512496e-05,-3.32604284791e-12,1.3239018524,1.3238936476,1.32390245674,1.32389304326,2.95418912528e-06,6.4210225492e-05,2.16727271629e-16,0.000256821019049,0.00558208525076,6.60449759075e-14
0.0267729142868,1.28876487585e-12,2.80117080442e-11,0,1,-3.97917951209e-08,1.83074400084e-09,-7.27570127243e-17,2.40543965642e-10,5.22829839918e-09,6.3498873841e-21,-8.91125474012e-06,4.09989711828e-07,-3.28494429998e-14,3.59069323227e-08,7.80448415245e-07,2.13316601797e-18,-0.000663242258284,3.05145021971e-05,-6.13125337962e-12,1.32390253014,1.32389296986,1.32390323432,1.32389226568,4.0176243155e-06,8.73243222759e-05,6.36857544738e-16,0.000299249004758,0.00650427080288,1.66322449875e-13
0.0305976163278,2.5116107937e-12,5.45906468991e-11,0,1,-5.93605043121e-08,2.73106270932e-09,-1.65846733895e-16,4.10152065938e-10,8.91478355752e-09,2.11026860681e-20,-1.16274289827e-05,5.34955670883e-07,-6.38396043537e-14,5.35651534316e-08,1.16425537922e-06,6.20206619196e-18,-0.000757041941252,3.48300454187e-05,-1.04193902555e-11,1.32390320618,1.32389229382,1.32390400995,1.32389149005,5.24312930991e-06,0.000113961056992,1.61992457102e-15,0.00034157002222,0.00742413136664,3.70113559404e-13
0.0344223183687,4.52411723469e-12,9.83331044399e-11,0,1,-8.44662689269e-08,3.88613075053e-09,-3.28066468101e-16,6.56655543624e-10,1.42726138167e-08,6.08564459317e-20,-1.47019060861e-05,6.76406456258e-07,-1.14734645431e-13,7.6219848657e-08,1.65666227234e-06,1.58968600805e-17,-0.000850604809039,3.91346932287e-05,-1.66365716789e-11,1.32390388051,1.32389161949,1.32390478361,1.32389071638,6.6302952178e-06,0.000144111542274,3.69031332117e-15,0.000383784192196,0.00834166956687,7.49342174462e-13
0.0382470204097,7.65843769134e-12,1.66458540812e-10,0,1,-1.15793424044e-07,5.32743249515e-09,-6.0902965762e-16,1.00034584326e-09,2.17428300768e-08,1.56938502499e-19,-1.81337808146e-05,8.34300419788e-07,-1.93853017142e-13,1.04488541618e-07,2.27109116379e-06,3.68918276153e-17,-0.000943931129143,4.34284579343e-05,-2.52861752649e-11,1.32390455313,1.32389094687,1.32390555533,1.32388994467,8.17871361022e-06,0.000177766900789,7.7066910789e-15,0.000425891635378,0.00925688802682,1.40817132287e-12
