t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.0,0.0,10.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.109398126583732e-10,0.16077351383957322,-1.6423776850548814e-06,0.0,0.0,0.0,6.636456699792843e-06,1.6939032922495505e-10,-1.3060360454366612e-06,1.7162348217279024,1.7162345203589395,1.7162357229461442,1.7162354215292566,1.576641540819036,0.0,0.0,0.0,0.0,0.0
0.03729727762738775,1.3633639904019133e-05,10.000000000020707,1.5,0.9999955055772922,3.728895462511751e-10,0.0029981369549693126,-1.2250940432871685e-07,0.0010966172595205514,1.3024015471296618e-09,0.0,9.465326896042943e-07,0.16076293788675544,-1.8265698957639744e-05,0.058803852594500515,-1.4517713192328895e-08,0.0,9.844203482250397e-06,-0.0005670893244369786,-0.0010566321617869483,1.716427505983205,1.7161034692531143,1.7163482843485176,1.7161846446962612,1.5765945130984955,-9.670207181780762e-06,0.0,-0.0025217731683616243,-0.00012535051006549953,0.0
0.0745945552547755,0.000109068143244319,10.0,1.5,0.9999820247140532,5.876350876499718e-09,0.005995852551746713,-9.800516601527555e-07,0.0043864036187582,-3.4391589187224407e-09,0.0,9.041658226506514e-07,0.16073121632006931,-8.046757112692416e-05,0.1176041972128,-2.30520521112e-07,0.0,9.082212918832664e-05,-0.0011338364006228104,-0.002112635257240312,1.7166769610645516,1.7160290811801198,1.7165276274876018,1.716200444945631,1.5764534333418603,-1.236097654884764e-05,0.0,-0.0050433128494058,-0.0004971043491646,0.0
0.11189183288216326,0.0003680994935948514,9.999999999511386,1.5,0.9999595646192103,2.9770687131909938e-08,0.008992725705729485,-3.3075827388678545e-06,0.00986916282511421,-2.9043578873153143e-08,0.0,1.4810794248233923e-06,0.16067836832434537,-0.00017593421462365434,0.17639752619767401,-1.1674422866483363e-06,0.0,8.628632109451441e-05,-0.001699900373742906,-0.0031695186446988274,1.716994559699055,1.716022730140052,1.7167623624329236,1.7162713372328497,1.5762183149710423,-2.495101107557285e-05,0.0,-0.0075644077607404546,-0.0011235925282770535,0.0
0.149189110509551,0.0008725139152452,9.99999999721782,1.5,0.9999281372885716,9.399385183836754e-08,0.011988335878471753,-7.839878540110992e-06,0.0175445678108106,-1.100425814487548e-07,0.0,7.303646283632358e-06,0.160604425707031,-0.0003168747720432924,0.235180332512,-3.6878355019199998e-06,0.0,0.0001609847999213929,-0.002264939288809272,-0.004224303339108788,1.7173683688529877,1.71607321916218,1.7170636279393683,1.7164090991659864,1.5758891780519635,-9.8867992580033e-05,0.0,-0.0100848366805362,-0.0019877531867897994,0.0
0.18648638813693874,0.0017040829946425016,9.999999989541458,1.5,0.9998877594762385,2.2944013579334928e-07,0.014982263350164806,-1.5311484265141547e-05,0.02741216072117891,-3.341589640950193e-07,0.0,1.5727087950059033e-05,0.16050943311211974,-0.0004909892714009017,0.2939491100424776,-9.002873504805291e-06,0.0,0.0002379612628461188,-0.002828614219603489,-0.005278583398687454,1.7178037743543553,1.716185614356728,1.7174262565995437,1.7166081473362522,1.5754660519831538,-0.00020255111388260152,0.0,-0.012604401002304763,-0.0031089019401806793,0.0
0.2237836657643265,0.0029445588031168,9.99999996883966,1.5,0.999838452654633,4.7560987372492375e-07,0.01797408949049218,-2.6456585768364514e-05,0.0394713529550078,-8.35502931571624e-07,0.0,2.527094724033552e-05,0.16039344754142473,-0.0007106283829580804,0.352700353878,-1.86655097024e-05,0.0,0.00038120122559547206,-0.0033905867751342213,-0.006330340844852691,1.7182960375268652,1.7163556907991078,1.7178543294552475,1.7168729804084712,1.5749489714409,-0.00033356801625499997,0.0,-0.0151229141127846,-0.004469954749676799,0.0
0.2610809433917142,0.004675669021275537,9.999999921460061,1.5,0.9997802429631807,8.808219659118147e-07,0.020963397027977042,-4.200898779440447e-05,0.053721425213627036,-1.803379580606662e-06,0.0,4.1806873783031924e-05,0.16025653903365097,-0.0009632581279561437,0.4114305605669446,-3.4574715559636925e-05,0.0,0.0004643423216361917,-0.003950516996930685,-0.007383003854553266,1.7188542032634568,1.7165917513667994,1.7183393584175268,1.717194270073634,1.5743379790775376,-0.000542648101267168,0.0,-0.01764020797355158,-0.006076841548838425,0.0
0.298378221019102,0.0069791120654174,9.99999982500128,1.5,0.9997131611457134,1.502128291316245e-06,0.02394977031733903,-6.270195507768607e-05,0.0701615275597508,-3.52001846653016e-06,0.0,6.0665564200134586e-05,0.16009878963587773,-0.0012613332299981211,0.47013622834599994,-5.89738375602e-05,0.0,0.0006020381772566306,-0.004508045412708938,-0.00843315610593795,1.7194697452576584,1.7168861092353955,1.7188888049034436,1.717580215030671,1.573633124646656,-0.0007903100019008,0.0,-0.0201561505253452,-0.0079403923024666,0.0
0.33567549864648977,0.009936552216295112,9.999999645142221,1.5,0.9996372424766389,2.4051059379053057e-06,0.026932795605000653,-8.926822656820028e-05,0.08879067948456461,-6.345377359749949e-06,0.0,8.41563775255912e-05,0.15992029482395678,-0.0015924377262491944,0.528813857345521,-9.444662723326126e-05,0.0,0.00076693141156668,-0.005062927431231806,-0.009480899819196892,1.720144289474402,1.7172404024046977,1.7195007480408446,1.7180288351940092,1.5728344629593127,-0.0011073939721404484,0.0,-0.022670660388113155,-0.01004313485410799,0.0
0.3729727762738775,0.0136296147505388,9.99999933227828,1.5,0.9995525266760551,3.664067113732882e-06,0.029912061289354884,-0.00012243982472445793,0.1096077699831042,-1.073916853021624e-05,0.0,0.00011790865208545178,0.15972116146669507,-0.0019685190371467086,0.587459949706,-0.000143921389691,0.0,0.000865642612504369,-0.0056148115276825165,-0.010530960093238667,1.7208849099299444,1.7176606669333847,1.7201688439705554,1.718532643847171,1.5719420389853878,-0.0015426462024228,0.0,-0.02518354415016,-0.012394428379149799,0.0
0.41027005390126525,0.018139881074827217,9.999998817301067,1.5,0.9994590578136715,5.361772834137087e-06,0.032887158183339635,-0.00016294810105866713,0.1326115576261435,-1.7289499176548587e-05,0.0,0.00015856271660174946,0.15950150899791304,-0.0023773840461980395,0.6460710097569424,-0.00021066551061090408,0.0,0.001142989582174355,-0.00616315767324895,-0.011568857851917731,1.721672244193114,1.718130958959736,1.720908712062896,1.7191105244415552,1.5709559233831194,-0.002070581061370529,0.0,-0.027694857139293975,-0.014983558889132248,0.0
0.447567331528653,0.0235488838630826,9.99999800685068,1.5,0.9993568842019945,7.5896235916928635e-06,0.03585767976710257,-0.00021152351836956074,0.1578006706490078,-2.6713138271059604e-05,0.0,0.00020357314924540097,0.1592614682713204,-0.0028314692112751763,0.704643544018,-0.000298289211112,0.0,0.0013626750749676086,-0.006707858554113549,-0.012609211070821648,1.722524594861005,1.7186662239842694,1.7217049801767652,1.7197437151746722,1.56987617185241,-0.0026637338573376,0.0,-0.030204614625296996,-0.0178261105952058,0.0
