t,epoch,px,py,pz,vx,vy,vz,yaw,pvarx,pvary,pvarz,vvarx,vvary,vvarz,yawvar
32.1587392,0,-6.669447294738573,5.631183280982583,5.436002022459732,-0.19,0.41000000000000003,0.51,2.2706733568446227,1.5400810000000003,1.5400810000000003,4.566769,0.182329,0.182329,0.182329,0.030461741978670857
32.258881792000004,0,-6.702711318813605,5.686717633973089,5.413003480512096,-0.16,0.44,0.34,2.2689280275926285,1.5400810000000003,1.5400810000000003,4.575321000000001,0.17222500000000002,0.17222500000000002,0.17222500000000002,0.030461741978670857
32.359045120000005,0,-6.735975352189655,5.731145122785931,5.390000176377306,-0.01,0.38,0.37,2.2706733568446227,1.5376,1.5376,4.571044,0.197136,0.197136,0.197136,0.030461741978670857
32.457234176,0,-6.777555416117143,5.764465754996092,5.278756898965753,-0.09,0.27,0.18,2.2706733568446227,1.5351210000000002,1.5351210000000002,4.562496,0.154449,0.154449,0.154449,0.030461741978670857
32.557349120000005,0,-6.8108194383885685,5.8200001079852655,5.165330979670458,-0.15,0.54,0.1,2.2671826983406342,1.532644,1.532644,4.5539559999999994,0.145924,0.145924,0.145924,0.030461741978670857
32.657480704,0,-6.819135403991205,5.875534436435707,5.051886207971911,0.07,0.44,0.17,2.263692039836646,1.5301690000000003,1.5301690000000003,4.536899999999999,0.182329,0.182329,0.182329,0.030461741978670857
32.757637376000005,0,-6.852399446411659,5.90885506202439,4.938413012649974,-0.08,0.42,-0.07,2.263692039836646,1.527696,1.527696,4.515625,0.159201,0.159201,0.159201,0.030461741978670857
32.871771648,0,-6.893979509708562,5.942175695864172,4.809103798586008,-0.23,0.25,-0.09,2.263692039836646,1.5252250000000003,1.5252250000000003,4.524129000000001,0.12320100000000002,0.12320100000000002,0.12320100000000002,0.030461741978670857
32.957878272,0,-6.885663469467533,5.9643894150842005,4.71154870246955,0.15,0.21,-0.39,2.2619467105846507,1.5252250000000003,1.5252250000000003,4.528384000000001,0.154449,0.154449,0.154449,0.030461741978670857
33.058004992,0,-6.893979455996346,5.997710016475974,4.59810944147349,-0.21,0.39,-0.27,2.2619467105846507,1.5252250000000003,1.5252250000000003,4.528384000000001,0.16321600000000003,0.16321600000000003,0.16321600000000003,0.030461741978670857
33.158175744000005,0,-6.9355595266440995,6.019923785554724,4.484620294118017,-0.2,0.07,-0.32,2.2619467105846507,1.5252250000000003,1.5252250000000003,4.528384000000001,0.19980900000000001,0.19980900000000001,0.19980900000000001,0.030461741978670857
33.260302848,0,-6.893979391956651,6.064351202300632,4.368914684212619,0.28,0.28,-0.63,2.2619467105846507,1.5252250000000003,1.5252250000000003,4.524129000000001,0.142884,0.142884,0.142884,0.030461741978670857
33.356436224,0,-6.935559472939184,6.075458107284744,4.259999821074828,-0.39,0.01,-0.28,2.2602013813326565,1.5252250000000003,1.5252250000000003,4.519875999999999,0.17892899999999998,0.17892899999999998,0.17892899999999998,0.030461741978670857
33.458575360000005,0,-6.935559462223133,6.0865649716319865,4.188612077449029,0.28,0.06,-0.39,2.2602013813326565,1.5252250000000003,1.5252250000000003,4.519875999999999,0.1369,0.1369,0.1369,0.030461741978670857
33.558760448,0,-6.935559429818364,6.11988556423781,4.11859006965301,-0.31,0.3,-0.17,2.2602013813326565,1.527696,1.527696,4.519875999999999,0.1521,0.1521,0.1521,0.030461741978670857
